Fecha,Ciudad,Nombre,Precio Real,Precio Actual,Promocion,url,ean,Unidad de Medida,Cantidad,Marca,Compañia,Categoria,Descripcion
23-01,Medellin,Yogo Yogo cuchareable Bisabor x12 Und Vaso 100 g,15500,15500,FALSE,https://alpina.com/yogo-yogo-cuchareable-bisabor-x12-und-vaso-100-g,7702001155392,Gramo,"10,9",Yogo Yogo,Alpina,Yogo Yogo,
23-01,Medellin,Yogo Yogo Fresh Lulo Botella 185 ml,1900,1900,FALSE,https://alpina.com/yogo-yogo-fresh-lulo-botella-185-ml,7702001155408,Mililitro,"8,6",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Medellin,Yogo Yogo Premio x4 Und Vaso 150 g,12300,12300,FALSE,https://alpina.com/yogo-yogo-premio-x4-und-vaso-150-g,7702001019588,Gramo,"17,2",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Medellin,Yogo Yogo Mora Bolsa 1000 g,6100,6100,FALSE,https://alpina.com/yogo-yogo-mora-bolsa-1000-g,7702001046416,Gramo,"5,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Medellin,Yogo Yogo Melocotón Vaso 150 g,1800,1800,FALSE,https://alpina.com/yogo-yogo-melocoton-vaso-150-g,7702001047680,Gramo,"10,1",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Medellin,Yogo Yogo Bisabor x6 Und Caja 185 g,12500,12500,FALSE,https://alpina.com/yogo-yogo-bisabor-x6-und-caja-185-g,7702001117277,Gramo,"9,5",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Medellin,Yogo Yogo Multisabor x3 Und Bolsa 1000 g,17800,17800,FALSE,https://alpina.com/yogo-yogo-multisabor-x3-und-bolsa-1000-g,7702001090297,Gramo,"5,0",Yogo Yogo,Alpina,Yogo Yogo,"Yogo Yogo, el alimento lácteo con el objetivo de alimentar y refrescar a todos los niños y completar con toda su diversión la lonchera de cada uno de ellos con el mejor sabor."
23-01,Medellin,Alpinito Frambuesa y Uva Vaso 100 g,3400,3400,FALSE,https://alpina.com/alpinito-frambuesa-y-uva-vaso-100-g,7702001117543,Gramo,"28,6",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Melocotón x4 Und Vaso 45 g,5200,5200,FALSE,https://alpina.com/alpinito-melocoton-x4-und-vaso-45-g,7702001100026,Gramo,"28,9",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Fresa y Melocotón x6 Und Vaso 45 g,7700,7700,FALSE,https://alpina.com/alpinito-fresa-y-melocoton-x6-und-vaso-45-g,7702001100040,Gramo,"28,5",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito MaxMora x4 Und Vaso 90 g,8100,8100,FALSE,https://alpina.com/alpinito-maxmora-x4-und-vaso-90-g,7702001100118,Gramo,"22,5",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Frambuesa y Uva x6 Und Vaso 100 g,19600,19600,FALSE,https://alpina.com/alpinito-frambuesa-y-uva-x6-und-vaso-100-g,7702001117567,Gramo,"27,5",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Fresa y Mora x6 Und Vaso 45 g,7700,7700,FALSE,https://alpina.com/alpinito-fresa-y-mora-x6-und-vaso-45-g,7702001100057,Gramo,"28,5",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito MaxFresa x4 Und Vaso 90 g,8100,8100,FALSE,https://alpina.com/alpinito-maxfresa-x4-und-vaso-90-g,7702001100101,Gramo,"22,5",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Multisabor x12 Und Vaso 45 g,15600,15600,FALSE,https://alpina.com/alpinito-multisabor-x12-und-vaso-45-g,7702001100095,Gramo,"28,9",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Fresa x4 Und Vaso 45 g,5200,5200,FALSE,https://alpina.com/alpinito-fresa-x4-und-vaso-45-g,7702001100019,Gramo,"28,9",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Mora x4 Und Vaso 45 g,5200,5200,FALSE,https://alpina.com/alpinito-mora-x4-und-vaso-45-g,7702001100033,Gramo,"28,9",Alpinito,Alpina,Postres,
23-01,Medellin,Alpinito Fresa Vaso 100 g,3400,3400,FALSE,https://alpina.com/alpinito-fresa-vaso-100-g,7702001117536,Gramo,"28,6",Alpinito,Alpina,Postres,
23-01,Medellin,Queso Mozarella Alpina Bloque 1000 g,47300,47300,FALSE,https://alpina.com/queso-mozarella-alpina-bloque-1000-g,7702001016341,Gramo,"47,3",Queso mozarella,Alpina,Cocinemos Juntos,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Medellin,Queso Holandés Celebración 250 g,22700,22700,FALSE,https://alpina.com/queso-holandes-celebracion-250g,7702001010554,Gramo,"76,3",Queso holandés,Alpina,,"Nuestro Queso Holandés Celebración es un queso maduro hecho especialemnte para la temporada, realizado por expertos queseros que llevan más de 20 años fabricando, madurando y parafinando estos quesos, tiene grandes diferenciales en comparacion con nuestro holandes tradicional, entre ellas, cuenta con 3 meses mas de maduración para un total de 6 meses, lo que hace que tenga más notas acentuadas de su sabor maduro, el color de su parafina es color azul con el fin de identificarlo más facil y no menos importante siu malla, esta malla esta hecha por familias a las cuales queremos agradecer por siempre darnos este toque especial que los consumidores queremos llevar  a la mesa"
23-01,Medellin,Queso Holandés Cubos 250 g,23100,23100,FALSE,https://alpina.com/queso-holandes-cubos-250-g,7702001156382,Gramo,"77,6",Queso holandés,Alpina,Quesos Maduros,Nuestro Queso Holandes Cubos Empaque X 250gr es un producto que hemos creado pensando en cada uno de nuestros consumidores. ¡Disfrútalo!
23-01,Medellin,Queso Mozarella Alpina Bloque 250 g,11900,11900,FALSE,https://alpina.com/queso-mozarella-alpina-bloque-250-g,7702001015603,Gramo,"47,6",Queso mozarella,Alpina,Cocinemos Juntos,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Medellin,Queso Mozarella Alpina 15 Tajadas 240 g,12800,12800,FALSE,https://alpina.com/queso-mozarella-alpina-15-tajadas-240-g,7702001121755,Gramo,"53,3",Queso mozarella,Alpina,Cocinemos Juntos,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Medellin,Queso Holandés Alpina 15 Tajadas 282 g,21300,21300,FALSE,https://alpina.com/queso-holandes-alpina-15-tajadas-282-g,7702001011452,Gramo,"63,5",Queso holandés,Alpina,Quesos Maduros,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Medellin,Yogurt Griego Sabor Natural Sin Azúcar Adicionado 500 g,16600,16600,FALSE,https://alpina.com/yogurt-griego-alpina-natural-sin-azucar-vaso-500-g,7702001146208,Gramo,"27,9",Yogurt Griego,Alpina,Yogurt Griego,
23-01,Medellin,Yogurt Griego Alpina Mandarina Vaso 150 g,5300,5300,FALSE,https://alpina.com/yogurt-griego-alpina-mandarina-vaso-150-g,7702001148936,Gramo,"29,7",Yogurt Griego,Alpina,Yogurt Griego,
23-01,Medellin,Yogurt Griego Alpina Limón Vaso 150 g,5300,5300,FALSE,https://alpina.com/yogurt-griego-alpina-limon-vaso-150-g,7702001148929,Gramo,"29,7",Yogurt Griego,Alpina,Yogurt Griego,"Yogurt Griego Alpina es una buena fuente de proteína, importante para una alimentación balanceada, siendo este, un nutriente esencial para la formación y conservación de la masa muscular. Además, aporta de manera natural calcio y minerales."
23-01,Medellin,Queso Holandés Alpina Bloque 250 g,21100,21100,FALSE,https://alpina.com/queso-holandes-alpina-bloque-250-g,7702001010455,Gramo,"70,9",Queso holandés,Alpina,Quesos Maduros,"Los quesos Alpina son buena fuente de proteína, Las proteínas son nutrientes esenciales que contribuyen al mantenimiento y restauración de tejidos corporales. Aporta naturalmente calcio."
23-01,Medellin,Yogurt Griego Alpina Saborizados x4 Und Vaso 150 g,20400,20400,FALSE,https://alpina.com/yogurt-griego-alpina-saborizados-x4-und-vaso-150-g,7702001154982,Gramo,"28,6",Yogurt Griego,Alpina,Yogurt Griego,
23-01,Medellin,Bon Yurt Zucaritas 170 g,3800,3800,FALSE,https://alpina.com/bon-yurt-zucaritas-170-g,7702001086023,Gramo,"18,8",Bon Yurt,Alpina,Yogurt y Bebidas Lácteas,
23-01,Medellin,Bon Yurt Chokogozzo 171 g,3800,3800,FALSE,https://alpina.com/bon-yurt-chokogozzo-171-g,7702001086337,Gramo,"18,7",Bon Yurt,Alpina,Yogurt y Bebidas Lácteas,
23-01,Medellin,Bon Yurt Choco Krispis x4 Und 169 g,14600,14600,FALSE,https://alpina.com/bon-yurt-choco-krispis-x4-und-169-g,7702001100743,Gramo,"18,1",Bon Yurt,Alpina,Yogurt y Bebidas Lácteas,
23-01,Medellin,Bon Yurt Zucaritas x4 Und 170 g,14600,14600,FALSE,https://alpina.com/bon-yurt-zucaritas-x4-und-170-g,7702001100736,Gramo,"18,0",Bon Yurt,Alpina,Yogurt y Bebidas Lácteas,
23-01,Medellin,Mini Bon Yurt Chococandy x4 Und 100 g,11600,11600,FALSE,https://alpina.com/mini-bon-yurt-chococandy-x4-und-100-g,7702001104635,Gramo,"24,4",Bon Yurt,Alpina,Mini Bon Yurt,"Porque sabemos que a los pequeños también les encanta la deliciosa mezcla de nuestra base láctea con los toppings únicos que lo acompañan, nace Mini Bon Yurt con ChocoCandy, este tiene el tamaño ideal para que los pequeños no paren de disfrutar."
